authorID,new_country_code,new_afftype,gender_prediction,race_prediction,race
10.1093/hcr/hqac010+3.0,US,Education,M,0.0,White
10.1093/ccc/tcab064+2.0,US,Education,F,1.0,Black
10.1093/joc/jqab044+3.0,US,Education,F,0.0,White
10.1093/joc/jqab052+7.0,US,Education,F,2.0,Asian
10.1093/jcmc/zmac001+1.0,CA,Education,M,0.0,White
10.1093/joc/jqab052+6.0,US,Education,M,2.0,Asian
10.1093/ct/qtab014+2.0,CN,Education,M,2.0,Asian
10.1093/hcr/hqac009+1.0,US,Education,F,0.0,White
10.1093/joc/jqac008+2.0,AT,Education,M,0.0,White
10.1093/ct/qtab019+1.0,GB,Education,M,0.0,White
10.1093/ccc/tcac019+1.0,NL,Education,M,0.0,White
10.1093/hcr/hqab014+1.0,US,Education,M,2.0,Asian
10.1093/joc/jqac001+2.0,US,Education,M,0.0,White
10.1093/joc/jqac002+1.0,GB,Education,M,0.0,White
10.1093/ccc/tcac010+2.0,NL,Education,F,0.0,White
10.1093/hcr/hqac010+4.0,US,Education,M,0.0,White
10.1093/joc/jqab024+2.0,DE,Education,F,0.0,White
10.1093/joc/jqab052+16.0,US,Education,F,0.0,White
10.1093/hcr/hqab020+4.0,NL,Education,M,0.0,White
10.1093/ct/qtaa035+2.0,US,Education,M,0.0,White
10.1093/hcr/hqac004+2.0,NL,Education,M,0.0,White
10.1093/hcr/hqab017+4.0,US,Education,F,2.0,Asian
10.1093/jcmc/zmab022+2.0,US,Education,M,0.0,White
10.1093/hcr/hqab019+1.0,US,Education,M,0.0,White
10.1093/joc/jqab054+3.0,CH,Education,F,0.0,White
10.1093/hcr/hqac010+1.0,US,Education,M,0.0,White
10.1093/ccc/tcab052+1.0,CN,Education,M,0.0,White
10.1093/joc/jqab009+4.0,US,Education,F,0.0,White
10.1093/ct/qtaa021+3.0,SE,Education,F,0.0,White
10.1093/joc/jqz052+23.0,US,Education,F,0.0,White
10.1093/joc/jqab032+1.0,AT,Education,F,0.0,White
10.1093/jcmc/zmaa017+1.0,SG,Education,M,2.0,Asian
10.1093/hcr/hqaa010+2.0,SG,Education,F,2.0,Asian
10.1093/ct/qtaa005+1.0,US,Education,F,0.0,White
10.1093/ct/qtaa006+2.0,US,Education,F,2.0,Asian
10.1093/ct/qtaa012+1.0,US,Education,F,0.0,White
10.1093/joc/jqab041+1.0,US,Education,F,1.0,Black
10.1093/hcr/hqaa015+1.0,US,Education,F,0.0,White
10.1093/ccc/tcaa026+1.0,US,Education,F,0.0,White
10.1093/hcr/hqaa011+3.0,US,Education,M,0.0,White
10.1093/ccc/tcab036+2.0,AU,Education,M,0.0,White
10.1093/joc/jqz052+17.0,US,Education,F,0.0,White
10.1093/ccc/tcaa020+1.0,US,Education,M,0.0,White
10.1093/joc/jqab032+3.0,US,Education,M,0.0,White
10.1093/joc/jqab021+7.0,IL,Education,F,0.0,White
10.1093/ct/qtaa024+1.0,NL,Education,F,0.0,White
10.1093/joc/jqab029+14.0,US,Education,F,3.0,Hispanic
10.1093/ccc/tcaa004+1.0,US,Education,F,0.0,White
10.1093/joc/jqab012+1.0,US,Education,F,0.0,White
10.1093/ct/qtaa021+4.0,SE,Education,M,0.0,White
10.1093/jcmc/zmab006+1.0,US,Education,F,0.0,White
10.1093/hcr/hqaa015+6.0,US,Education,F,2.0,Asian
10.1093/joc/jqab019+3.0,US,Education,M,0.0,White
10.1093/ct/qtz021+3.0,PH,Education,F,0.0,White
10.1093/ct/qtz033+1.0,DE,Non Education,M,0.0,White
10.1093/hcr/hqaa015+5.0,US,Education,F,2.0,Asian
10.1093/joc/jqaa036+3.0,US,Education,F,0.0,White
10.1093/ccc/tcaa032+1.0,US,Education,F,0.0,White
10.1093/ct/qtz042+1.0,US,Education,M,0.0,White
10.1093/hcr/hqaa013+3.0,NL,Education,M,0.0,White
10.1093/ccc/tcab002+2.0,PH,Education,M,4.0,Middle Eastern
10.1093/joc/jqab021+4.0,IL,Education,M,2.0,Asian
10.1093/hcr/hqab002+1.0,AU,Education,F,0.0,White
10.1093/joc/jqz052+13.0,DE,Non Education,M,0.0,White
10.1093/joc/jqab013+1.0,US,Education,M,0.0,White
10.1093/jcmc/zmab011+1.0,TW,Education,F,2.0,Asian
10.1093/hcr/hqab002+3.0,AU,Education,F,0.0,White
10.1093/ccc/tcab002+1.0,US,Education,F,4.0,Middle Eastern
10.1093/joc/jqab030+3.0,US,Education,M,0.0,White
10.1093/joc/jqab005+1.0,DE,Education,M,0.0,White
10.1093/ccc/tcab005+1.0,US,Education,M,1.0,Black
10.1093/ccc/tcab004+1.0,US,Education,F,0.0,White
10.1093/joc/jqab029+2.0,US,Education,F,0.0,White
10.1093/joc/jqz052+10.0,US,Education,M,0.0,White
10.1093/ct/qtaa012+2.0,US,Education,M,0.0,White
10.1093/ccc/tcab007+1.0,US,Education,F,1.0,Black
10.1093/jcmc/zmab014+1.0,US,Education,F,2.0,Asian
10.1093/joc/jqab034+4.0,GB,Education,M,0.0,White
10.1093/hcr/hqaa009+3.0,US,Education,M,0.0,White
10.1093/hcr/hqab002+2.0,AU,Education,M,0.0,White
10.1093/hcr/hqaa013+2.0,NL,Education,F,0.0,White
10.1093/joc/jqab017+1.0,PH,Education,M,0.0,White
10.1093/ccc/tcaa035+1.0,US,Education,F,0.0,White
10.1093/hcr/hqaa012+2.0,DE,Education,F,0.0,White
10.1093/hcr/hqaa014+6.0,DE,Education,M,0.0,White
10.1093/ct/qtaa003+1.0,US,Education,M,0.0,White
10.1093/ccc/tcaa021+1.0,US,Education,F,0.0,White
10.1093/joc/jqab005+2.0,DE,Education,M,0.0,White
10.1093/ct/qtz024+4.0,US,Education,M,0.0,White
10.1093/ct/qtz024+2.0,US,Education,F,0.0,White
10.1093/ccc/tcab016+1.0,US,Education,F,0.0,White
10.1093/joc/jqab030+1.0,US,Education,M,0.0,White
10.1093/ct/qtaa004+2.0,DK,Education,F,0.0,White
10.1093/joc/jqab031+1.0,NL,Education,M,0.0,White
10.1093/ct/qtab001+4.0,US,Education,F,0.0,White
10.1093/jcmc/zmaa017+3.0,SG,Education,M,2.0,Asian
10.1093/ct/qtaa005+2.0,US,Education,F,0.0,White
10.1093/hcr/hqab011+1.0,US,Education,M,0.0,White
10.1093/joc/jqaa039+2.0,NL,Education,F,0.0,White
10.1093/joc/jqab003+3.0,NL,Education,M,0.0,White
10.1093/ccc/tcab001+2.0,CZ,Education,M,0.0,White
10.1093/joc/jqaa036+2.0,US,Education,F,0.0,White
10.1093/joc/jqab029+8.0,PH,Education,F,2.0,Asian
10.1093/ct/qtab002+3.0,US,Education,M,0.0,White
10.1093/joc/jqz052+8.0,US,Education,F,0.0,White
10.1093/ct/qtaa002+1.0,US,Education,M,0.0,White
10.1093/ccc/tcaa034+1.0,US,Education,M,2.0,Asian
10.1093/joc/jqab031+4.0,US,Education,M,0.0,White
10.1093/joc/jqab041+4.0,US,Education,M,0.0,White
10.1093/jcmc/zmaa017+2.0,US,Education,F,2.0,Asian
10.1093/joc/jqab011+1.0,US,Education,F,0.0,White
10.1093/jcmc/zmab016+2.0,US,Education,M,0.0,White
10.1093/joc/jqab018+3.0,US,Education,F,0.0,White
10.1093/ct/qtaa021+1.0,SE,Education,M,0.0,White
10.1093/joc/jqab026+3.0,US,Education,F,0.0,White
10.1093/joc/jqab013+4.0,US,Education,F,0.0,White
10.1093/joc/jqaa040+1.0,LB,Education,F,2.0,Asian
10.1093/ct/qtaa018+2.0,GB,Education,F,2.0,Asian
10.1093/joc/jqab001+1.0,US,Education,F,0.0,White
10.1093/joc/jqz052+27.0,US,Education,M,0.0,White
10.1093/joc/jqz052+3.0,US,Education,M,0.0,White
10.1093/joc/jqab021+6.0,IL,Education,M,0.0,White
10.1093/ccc/tcab001+1.0,CZ,Education,M,0.0,White
10.1093/joc/jqab012+2.0,US,Education,M,2.0,Asian
10.1093/jcmc/zmaa018+1.0,DE,Education,F,0.0,White
10.1093/ct/qtz012+1.0,IL,Education,F,0.0,White
10.1093/jcmc/zmab006+6.0,NL,Education,F,0.0,White
10.1093/ct/qtaa022+1.0,GB,Education,M,0.0,White
10.1093/ct/qtz038+1.0,US,Education,F,1.0,Black
10.1093/jcmc/zmab002+3.0,CL,Education,M,3.0,Hispanic
10.1093/ct/qtaa009+1.0,DE,Education,F,2.0,Asian
10.1093/ccc/tcab043+1.0,IN,Education,M,2.0,Asian
10.1093/hcr/hqab010+2.0,IL,Education,F,2.0,Asian
10.1093/ccc/tcab041+1.0,US,Education,F,2.0,Asian
10.1093/joc/jqab004+3.0,US,Education,M,0.0,White
10.1093/jcmc/zmab014+3.0,US,Education,M,2.0,Asian
10.1093/hcr/hqab009+4.0,US,Education,F,0.0,White
10.1093/joc/jqaa042+7.0,CN,Education,F,0.0,White
10.1093/joc/jqab013+2.0,US,Education,F,2.0,Asian
10.1093/joc/jqab005+3.0,DE,Education,M,0.0,White
10.1093/ct/qtz039+1.0,US,Education,F,0.0,White
10.1093/joc/jqab010+2.0,US,Education,M,0.0,White
10.1093/hcr/hqab008+3.0,US,Education,M,0.0,White
10.1093/ct/qtaa025+2.0,NL,Education,M,0.0,White
10.1093/joc/jqab002+3.0,US,Education,M,2.0,Asian
10.1093/joc/jqz052+9.0,PH,Education,F,2.0,Asian
10.1093/ccc/tcab037+1.0,AU,Education,M,2.0,Asian
10.1093/jcmc/zmaa014+3.0,NO,Education,M,0.0,White
10.1093/ct/qtaa008+1.0,GB,Education,M,0.0,White
10.1093/joc/jqz052+14.0,ZA,Education,M,0.0,White
10.1093/ct/qtaa011+1.0,AT,Education,M,0.0,White
10.1093/ccc/tcaa035+2.0,US,Education,F,0.0,White
10.1093/hcr/hqab008+1.0,US,Education,M,3.0,Hispanic
10.1093/ct/qtaa034+1.0,GB,Education,M,0.0,White
10.1093/joc/jqz052+24.0,GB,Education,M,0.0,White
10.1093/joc/jqab031+2.0,SG,Education,F,2.0,Asian
10.1093/ct/qtz021+2.0,US,Education,F,0.0,White
10.1093/jcmc/zmab006+5.0,US,Education,F,3.0,Hispanic
10.1093/joc/jqab028+1.0,AU,Education,M,0.0,White
10.1093/hcr/hqaa013+4.0,NL,Education,M,0.0,White
10.1093/jcmc/zmaa019+2.0,US,Education,F,2.0,Asian
10.1093/joc/jqab026+2.0,US,Education,M,1.0,Black
10.1093/joc/jqab023+1.0,US,Education,M,0.0,White
10.1093/joc/jqz052+19.0,GB,Education,M,0.0,White
10.1093/ct/qtaa019+1.0,CH,Education,M,0.0,White
10.1093/hcr/hqab004+1.0,US,Education,F,0.0,White
10.1093/ct/qtaa026+1.0,US,Education,M,0.0,White
10.1093/jcmc/zmab016+3.0,US,Education,F,2.0,Asian
10.1093/joc/jqab004+1.0,US,Education,F,0.0,White
10.1093/hcr/hqaa015+2.0,US,Education,F,0.0,White
10.1093/ct/qtaa014+1.0,US,Education,F,0.0,White
10.1093/ct/qtz025+1.0,US,Education,F,2.0,Asian
10.1093/ccc/tcab048+1.0,US,Education,M,2.0,Asian
10.1093/jcmc/zmab007+2.0,US,Education,F,0.0,White
10.1093/ct/qtab002+1.0,US,Education,M,0.0,White
10.1093/hcr/hqaa014+5.0,DE,Education,F,0.0,White
10.1093/hcr/hqab003+1.0,IL,Education,M,0.0,White
10.1093/ct/qtz042+2.0,CN,Education,F,2.0,Asian
10.1093/joc/jqab002+2.0,GE,Education,F,0.0,White
10.1093/ct/qtaa032+2.0,US,Education,F,0.0,White
10.1093/ct/qtz025+2.0,US,Education,M,0.0,White
10.1093/ccc/tcab061+1.0,US,Education,F,3.0,Hispanic
10.1093/hcr/hqaa009+2.0,US,Education,F,0.0,White
10.1093/hcr/hqab009+2.0,US,Education,M,4.0,Middle Eastern
10.1093/jcmc/zmaa014+5.0,AT,Education,F,0.0,White
10.1093/hcr/hqaa015+4.0,US,Education,M,0.0,White
10.1093/joc/jqab019+2.0,US,Education,F,0.0,White
10.1093/ct/qtz043+2.0,IL,Education,M,4.0,Middle Eastern
10.1093/ct/qtz018+2.0,US,Education,M,0.0,White
10.1093/ct/qtaa004+3.0,DK,Education,M,0.0,White
10.1093/joc/jqab034+1.0,US,Education,M,2.0,Asian
10.1093/ct/qtaa025+1.0,GB,Education,F,0.0,White
10.1093/joc/jqab001+2.0,US,Education,M,0.0,White
10.1093/joc/jqaa039+3.0,NL,Education,F,0.0,White
10.1093/jcmc/zmab017+1.0,SI,Education,F,0.0,White
10.1093/joc/jqab002+4.0,LB,Education,F,2.0,Asian
10.1093/ct/qtaa029+1.0,US,Education,F,0.0,White
10.1093/joc/jqab002+1.0,US,Education,F,0.0,White
10.1093/ccc/tcab030+1.0,AU,Education,F,2.0,Asian
10.1093/hcr/hqab008+4.0,US,Education,M,2.0,Asian
10.1093/joc/jqaa037+1.0,PH,Education,M,0.0,White
10.1093/hcr/hqaa014+1.0,DE,Education,F,0.0,White
10.1093/joc/jqab014+3.0,US,Education,M,0.0,White
10.1093/ct/qtab001+2.0,US,Education,F,0.0,White
10.1093/ccc/tcaa030+1.0,US,Education,F,2.0,Asian
10.1093/ct/qtz014+1.0,US,Education,F,2.0,Asian
10.1093/ccc/tcaa016+2.0,GB,Education,F,1.0,Black
10.1093/joc/jqaa013+3.0,GB,Education,F,0.0,White
10.1093/jcmc/zmz030+1.0,US,Education,F,2.0,Asian
10.1093/ct/qtz006+2.0,US,Education,F,2.0,Asian
10.1093/ccc/tcz030+1.0,US,Education,F,1.0,Black
10.1093/ct/qtz011+2.0,FI,Education,M,0.0,White
10.1093/joc/jqaa010+4.0,US,Education,M,0.0,White
10.1093/joc/jqaa007+4.0,US,Education,F,0.0,White
10.1093/ccc/tcaa023+1.0,US,Education,F,0.0,White
10.1093/ccc/tcz036+2.0,US,Education,M,0.0,White
10.1093/ct/qtz016+1.0,NO,Education,M,0.0,White
10.1093/jcmc/zmz029+1.0,US,Education,M,2.0,Asian
10.1093/joc/jqaa009+1.0,AT,Education,M,2.0,Asian
10.1093/ccc/tcaa003+2.0,US,Education,F,0.0,White
10.1093/joc/jqaa021+2.0,US,Education,M,0.0,White
10.1093/hcr/hqz015+1.0,US,Education,F,2.0,Asian
10.1093/joc/jqaa007+10.0,US,Education,F,0.0,White
10.1093/ct/qtz034+1.0,AU,Education,M,0.0,White
10.1093/ccc/tcz035+2.0,AU,Education,F,0.0,White
10.1093/joc/jqaa019+3.0,SG,Education,F,2.0,Asian
10.1093/joc/jqaa031+1.0,AT,Education,M,0.0,White
10.1093/hcr/hqz020+2.0,US,Education,F,0.0,White
10.1093/ct/qtz003+1.0,US,Education,M,0.0,White
10.1093/joc/jqaa029+2.0,NL,Education,M,0.0,White
10.1093/hcr/hqz016+2.0,US,Education,M,0.0,White
10.1093/hcr/hqz012+2.0,US,Education,F,0.0,White
10.1093/joc/jqaa008+1.0,IL,Education,F,4.0,Middle Eastern
10.1093/ccc/tcaa017+1.0,US,Education,F,1.0,Black
10.1093/hcr/hqz016+3.0,US,Education,M,0.0,White
10.1093/jcmc/zmz022+3.0,US,Education,F,0.0,White
10.1093/ct/qtz015+1.0,DE,Education,M,0.0,White
10.1093/joc/jqaa032+1.0,TW,Education,F,2.0,Asian
10.1093/jcmc/zmz029+2.0,CN,Education,M,2.0,Asian
10.1093/hcr/hqz008+1.0,US,Education,M,0.0,White
10.1093/jcmc/zmaa009+5.0,US,Education,F,0.0,White
10.1093/ccc/tcz045+1.0,US,Education,F,0.0,White
10.1093/hcr/hqz016+5.0,US,Education,M,0.0,White
10.1093/joc/jqz040+3.0,US,Education,F,0.0,White
10.1093/jcmc/zmz022+2.0,US,Education,M,0.0,White
10.1093/ct/qtz004+1.0,US,Education,M,0.0,White
10.1093/joc/jqaa031+2.0,AT,Education,M,0.0,White
10.1093/hcr/hqaa008+5.0,US,Education,F,0.0,White
10.1093/joc/jqz040+1.0,US,Education,F,2.0,Asian
10.1093/joc/jqaa025+1.0,DE,Education,M,0.0,White
10.1093/joc/jqz051+3.0,FI,Education,M,0.0,White
10.1093/jcmc/zmaa008+3.0,US,Education,M,0.0,White
10.1093/joc/jqaa010+2.0,US,Education,M,0.0,White
10.1093/hcr/hqaa008+2.0,US,Education,F,0.0,White
10.1093/jcmc/zmaa012+1.0,SG,Education,M,2.0,Asian
10.1093/hcr/hqz013+6.0,US,Education,M,3.0,Hispanic
10.1093/joc/jqz040+2.0,US,Education,F,0.0,White
10.1093/jcmc/zmz030+2.0,US,Education,F,2.0,Asian
10.1093/hcr/hqaa002+4.0,US,Education,M,0.0,White
10.1093/joc/jqz046+1.0,NL,Education,F,0.0,White
10.1093/jcmc/zmaa008+2.0,US,Education,M,0.0,White
10.1093/ct/qtz032+1.0,UG,Education,M,1.0,Black
10.1093/hcr/hqz022+1.0,US,Education,M,0.0,White
10.1093/jcmc/zmz028+2.0,NL,Education,F,0.0,White
10.1093/hcr/hqz017+1.0,US,Education,F,0.0,White
10.1093/joc/jqaa009+3.0,AT,Education,F,0.0,White
10.1093/hcr/hqaa002+1.0,US,Education,M,0.0,White
10.1093/joc/jqaa027+2.0,GB,Education,M,0.0,White
10.1093/joc/jqaa025+2.0,NL,Education,F,0.0,White
10.1093/joc/jqaa020+1.0,NL,Education,M,0.0,White
10.1093/joc/jqaa033+1.0,CN,Education,M,2.0,Asian
10.1093/ccc/tcz036+1.0,US,Education,F,0.0,White
10.1093/hcr/hqaa008+4.0,US,Education,F,0.0,White
10.1093/hcr/hqz008+2.0,US,Education,M,2.0,Asian
10.1093/joc/jqz051+2.0,FI,Education,F,0.0,White
10.1093/joc/jqaa018+3.0,PH,Education,M,2.0,Asian
10.1093/jcmc/zmaa009+3.0,US,Education,M,0.0,White
10.1093/joc/jqaa025+3.0,DE,Education,F,0.0,White
10.1093/jcmc/zmz030+3.0,US,Education,F,2.0,Asian
10.1093/joc/jqaa029+1.0,NL,Education,F,0.0,White
10.1093/hcr/hqz023+1.0,US,Education,F,0.0,White
10.1093/joc/jqaa027+1.0,GB,Education,F,4.0,Middle Eastern
10.1093/ccc/tcaa022+1.0,TK,Education,M,2.0,Asian
10.1093/joc/jqaa014+2.0,US,Education,F,1.0,Black
10.1093/ccc/tcaa019+1.0,CA,Education,F,2.0,Asian
10.1093/jcmc/zmaa009+2.0,US,Education,F,2.0,Asian
10.1093/jcmc/zmaa012+2.0,SG,Education,F,0.0,White
10.1093/jcmc/zmaa006+5.0,NL,Education,M,0.0,White
10.1093/jcmc/zmz025+1.0,KR,Education,F,2.0,Asian
10.1093/joc/jqaa007+9.0,SG,Education,M,0.0,White
10.1093/hcr/hqaa004+2.0,US,Education,F,3.0,Hispanic
10.1093/jcmc/zmaa008+1.0,US,Education,F,0.0,White
10.1093/ccc/tcaa024+2.0,US,Education,M,3.0,Hispanic
10.1093/hcr/hqz013+4.0,US,Education,F,2.0,Asian
10.1093/hcr/hqaa008+3.0,US,Education,M,0.0,White
10.1093/jcmc/zmz028+1.0,NL,Education,F,0.0,White
10.1093/hcr/hqz016+4.0,US,Education,F,0.0,White
10.1093/ccc/tcaa031+1.0,US,Education,M,3.0,Hispanic
10.1093/joc/jqz042+3.0,DK,Education,M,2.0,Asian
10.1093/joc/jqaa007+7.0,US,Education,M,0.0,White
10.1093/jcmc/zmaa005+2.0,US,Education,F,0.0,White
10.1093/hcr/hqz014+1.0,US,Education,M,0.0,White
10.1093/joc/jqz045+1.0,FR,Education,M,0.0,White
10.1093/hcr/hqz013+2.0,US,Education,M,0.0,White
10.1093/ct/qtz029+1.0,NZ,Education,M,2.0,Asian
10.1093/hcr/hqz013+3.0,US,Education,F,0.0,White
10.1093/jcmc/zmaa009+6.0,US,Education,M,0.0,White
10.1093/jcmc/zmaa004+1.0,PH,Education,F,2.0,Asian
10.1093/hcr/hqz018+1.0,US,Education,M,0.0,White
10.1093/ct/qtz020+1.0,IL,Education,M,0.0,White
10.1093/jcmc/zmy022+3.0,SG,Education,F,2.0,Asian
10.1093/ct/qty023+2.0,US,Education,M,0.0,White
10.1093/joc/jqz005+1.0,US,Education,F,1.0,Black
10.1093/joc/jqy063+1.0,US,Education,F,0.0,White
10.1093/ccc/tcz009+1.0,NL,Education,M,0.0,White
10.1093/hcr/hqy014+1.0,US,Education,M,2.0,Asian
10.1093/hcr/hqz004+4.0,NZ,Education,M,2.0,Asian
10.1093/jcmc/zmz014+4.0,NL,Education,F,0.0,White
10.1093/ccc/tcz027+1.0,PH,Education,F,4.0,Middle Eastern
10.1093/jcmc/zmy022+1.0,SG,Education,M,2.0,Asian
10.1093/jcmc/zmz003+1.0,US,Education,M,0.0,White
10.1093/joc/jqz014+3.0,US,Education,M,4.0,Middle Eastern
10.1093/joc/jqz015+1.0,US,Education,M,0.0,White
10.1093/hcr/hqz004+1.0,AT,Education,F,0.0,White
10.1093/joc/jqz033+6.0,US,Education,F,0.0,White
10.1093/joc/jqz033+1.0,GE,Education,F,2.0,Asian
10.1093/joc/jqz003+2.0,NL,Education,F,0.0,White
10.1093/ccc/tcz021+1.0,US,Education,F,0.0,White
10.1093/joc/jqz001+1.0,US,Education,F,4.0,Middle Eastern
10.1093/hcr/hqz009+3.0,US,Education,F,0.0,White
10.1093/jcmc/zmz002+1.0,TW,Education,F,2.0,Asian
10.1093/ccc/tcz029+1.0,US,Education,M,0.0,White
10.1093/jcmc/zmz014+2.0,NL,Education,F,0.0,White
10.1093/joc/jqz012+1.0,CN,Education,F,2.0,Asian
10.1093/jcmc/zmz013+3.0,US,Education,F,2.0,Asian
10.1093/joc/jqy054+1.0,PH,Education,M,0.0,White
10.1093/joc/jqz014+1.0,US,Education,F,2.0,Asian
10.1093/ccc/tcz039+1.0,CA,Education,F,0.0,White
10.1093/joc/jqz023+3.0,US,Education,M,0.0,White
10.1093/ccc/tcz019+1.0,US,Education,F,1.0,Black
10.1093/jcmc/zmz014+3.0,NL,Education,F,0.0,White
10.1093/jcmc/zmz016+1.0,US,Education,M,3.0,Hispanic
10.1093/jcmc/zmz012+1.0,US,Education,M,0.0,White
10.1093/ccc/tcz018+1.0,US,Education,F,1.0,Black
10.1093/joc/jqz029+2.0,US,Education,F,0.0,White
10.1093/ct/qty022+1.0,CH,Education,F,0.0,White
10.1093/hcr/hqy019+3.0,IL,Education,M,0.0,White
10.1093/jcmc/zmz016+5.0,US,Education,M,3.0,Hispanic
10.1093/jcmc/zmz007+2.0,US,Education,F,0.0,White
10.1093/jcmc/zmz016+4.0,US,Education,M,0.0,White
10.1093/joc/jqz035+5.0,US,Education,F,0.0,White
10.1093/joc/jqz003+3.0,NL,Education,F,0.0,White
10.1093/ct/qty019+1.0,US,Education,M,2.0,Asian
10.1093/ccc/tcz039+2.0,GB,Education,M,0.0,White
10.1093/jcmc/zmy024+1.0,IL,Education,F,0.0,White
10.1093/ct/qty012+1.0,US,Education,F,0.0,White
10.1093/joc/jqz027+3.0,CN,Education,F,2.0,Asian
10.1093/joc/jqz033+4.0,US,Education,F,2.0,Asian
10.1093/hcr/hqy019+4.0,US,Education,F,1.0,Black
10.1093/joc/jqy054+2.0,US,Education,F,4.0,Middle Eastern
10.1093/jcmc/zmy021+2.0,US,Education,F,2.0,Asian
10.1093/ct/qty024+1.0,GB,Education,M,0.0,White
10.1093/ct/qty036+1.0,US,Education,F,0.0,White
10.1093/joc/jqz003+1.0,NL,Education,F,0.0,White
10.1093/hcr/hqz004+3.0,US,Education,M,0.0,White
10.1093/joc/jqz002+3.0,AT,Education,F,0.0,White
10.1093/ccc/tcz004+1.0,US,Education,F,0.0,White
10.1093/jcmc/zmz016+3.0,US,Education,M,0.0,White
10.1093/joc/jqz021+1.0,US,Education,M,0.0,White
10.1093/ccc/tcz012+1.0,US,Education,M,3.0,Hispanic
10.1093/hcr/hqz007+1.0,IL,Education,F,0.0,White
10.1093/hcr/hqz010+4.0,US,Education,F,3.0,Hispanic
10.1093/joc/jqy063+2.0,US,Education,M,0.0,White
10.1093/ct/qty036+2.0,US,Education,M,0.0,White
10.1093/hcr/hqy018+1.0,US,Education,M,0.0,White
10.1093/jcmc/zmz013+1.0,CN,Education,M,2.0,Asian
10.1093/ct/qty025+1.0,GB,Education,M,0.0,White
10.1093/joc/jqz036+1.0,GE,Education,M,0.0,White
10.1093/ccc/tcz031+1.0,US,Education,M,0.0,White
10.1093/joc/jqz002+1.0,AT,Education,M,3.0,Hispanic
10.1093/hcr/hqz003+1.0,US,Education,M,0.0,White
10.1093/ccc/tcz031+7.0,US,Education,F,0.0,White
10.1093/ccc/tcz012+2.0,US,Education,F,3.0,Hispanic
10.1093/hcr/hqy019+7.0,US,Education,M,2.0,Asian
10.1093/jcmc/zmz015+1.0,NL,Education,F,0.0,White
10.1093/ccc/tcz024+1.0,US,Education,F,0.0,White
10.1093/ccc/tcz004+2.0,US,Education,M,0.0,White
10.1093/jcmc/zmz007+3.0,US,Education,M,0.0,White
10.1093/jcmc/zmz017+1.0,US,Education,M,0.0,White
10.1093/hcr/hqz009+1.0,US,Education,F,2.0,Asian
10.1093/joc/jqz027+1.0,US,Education,M,0.0,White
10.1093/ct/qty028+1.0,AU,Education,M,2.0,Asian
10.1093/ct/qty035+1.0,US,Education,F,0.0,White
10.1093/jcmc/zmy020+1.0,NL,Education,F,0.0,White
10.1093/jcmc/zmy008+1.0,US,Education,F,1.0,Black
10.1093/joc/jqx001+1.0,NL,Education,M,0.0,White
10.1093/joc/jqy029+3.0,DE,Education,F,0.0,White
10.1093/joc/jqy025+1.0,KR,Education,F,2.0,Asian
10.1093/jcmc/zmy006+5.0,US,Education,M,0.0,White
10.1093/joc/jqy001+1.0,ZA,Education,M,0.0,White
10.1093/joc/jqy041+1.0,US,Education,M,2.0,Asian
10.1093/ct/qtx007+1.0,US,Education,M,0.0,White
10.1093/joc/jqy032+2.0,SE,Education,F,0.0,White
10.1093/ccc/tcy027+1.0,US,Education,M,0.0,White
10.1093/joc/jqy026+2.0,US,Education,M,0.0,White
10.1093/joc/jqy029+1.0,DE,Education,F,0.0,White
10.1093/joc/jqx020+13.0,US,Education,F,0.0,White
10.1093/jcmc/zmx003+1.0,IL,Education,F,4.0,Middle Eastern
10.1093/ccc/tcy031+1.0,GB,Education,M,0.0,White
10.1093/ct/qtx003+2.0,CH,Education,M,0.0,White
10.1111/comt.12123+1.0,US,Education,F,4.0,Middle Eastern
10.1093/jcmc/zmy004+4.0,US,Education,F,2.0,Asian
10.1093/hcr/hqy009+1.0,US,Education,M,0.0,White
10.1111/comt.12123+2.0,SG,Education,M,2.0,Asian
10.1093/joc/jqx012+1.0,US,Education,F,0.0,White
10.1093/jcmc/zmy020+7.0,NL,Education,F,0.0,White
10.1093/joc/jqy051+1.0,US,Education,M,0.0,White
10.1093/joc/jqx025+2.0,US,Education,F,2.0,Asian
10.1093/hcr/hqx002+1.0,US,Education,M,0.0,White
10.1093/ccc/tcy020+1.0,US,Education,F,2.0,Asian
10.1093/ct/qtx009+1.0,US,Education,M,0.0,White
10.1093/ccc/tcy006+1.0,US,Education,F,0.0,White
10.1093/joc/jqy049+5.0,US,Education,M,0.0,White
10.1093/joc/jqx006+4.0,US,Education,M,0.0,White
10.1093/hcr/hqy001+2.0,US,Education,M,2.0,Asian
10.1093/joc/jqy049+8.0,US,Education,M,0.0,White
10.1111/comt.12123+4.0,US,Education,M,0.0,White
10.1093/ct/qty002+2.0,US,Education,F,0.0,White
10.1093/ccc/tcy017+1.0,US,Education,F,0.0,White
10.1093/jcmc/zmy020+3.0,NL,Education,F,0.0,White
10.1093/ct/qty007+1.0,US,Education,F,0.0,White
10.1093/joc/jqx015+3.0,US,Education,F,0.0,White
10.1093/joc/jqx001+2.0,NL,Education,F,0.0,White
10.1093/joc/jqy051+2.0,US,Education,M,0.0,White
10.1093/joc/jqy017+3.0,IL,Education,M,0.0,White
